Country,Year,Exports of goods and services (% of GDP),GDP (current US$),GDP growth (annual %),GDP per capita (current US$),Imports of goods and services (% of GDP),"Inflation, consumer prices (annual %)",Trade (% of GDP),"Employment to population ratio, 15+, female (%) (modeled ILO estimate)","Employment to population ratio, 15+, male (%) (modeled ILO estimate)","Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)","Employment to population ratio, ages 15-24, female (%) (national estimate)","Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)","Employment to population ratio, ages 15-24, male (%) (national estimate)","Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",Unemployment with advanced education (% of total labor force with advanced education),"Unemployment with advanced education, female (% of female labor force with advanced education)","Unemployment with advanced education, male (% of male labor force with advanced education)",Unemployment with basic education (% of total labor force with basic education),"Unemployment with basic education, female (% of female labor force with basic education)","Unemployment with basic education, male (% of male labor force with basic education)","Unemployment, female (% of female labor force) (modeled ILO estimate)","Unemployment, male (% of male labor force) (modeled ILO estimate)","Unemployment, total (% of total labor force) (modeled ILO estimate)_x","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",Current account balance (% of GDP),External debt stocks (% of GNI),"Foreign direct investment, net inflows (% of GDP)",Gini index,"Life expectancy at birth, female (years)","Life expectancy at birth, male (years)","Life expectancy at birth, total (years)",Population growth (annual %),Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),"Unemployment, total (% of total labor force) (modeled ILO estimate)_y",Urban population (% of total population),agr_area_harvested_avg,agr_production_avg,agr_yield_avg,agr_area_harvested_item_count,agr_production_item_count,agr_yield_item_count,agr_area_harvested_total,agr_production_total,agr_yield_total,pop_rural_population,pop_total_population___both_sexes,pop_total_population___female,pop_total_population___male,pop_urban_population,disaster_count,disaster_deaths,disaster_injured,disaster_affected,disaster_total_affected,disaster_damage_usd_thousands,disaster_aid_usd_thousands
Japan,2019,17.4635264275221,5117993853016.51,-0.402169200894946,40415.9567649547,17.7528916808924,0.46877615938395,35.2164181084145,52.086,69.536,48.306,48.335,46.05,46.042,47.15,2.03,2.03,2.03,9.854019130434782,11.510895652173913,9.414960869565219,2.168,2.496,2.351,3.744,4.131,3.938,3.45076611445328,28.129121817334987,0.780785313301259,33.0,87.45,81.41,84.3563414634146,-0.140464977878172,1.2,2.351,91.698,41448.92857142857,819071.027398374,15691.728169014084,70.0,123.0,71.0,2901425.0,100745736.37,1114112.7,10531932.0,126699424.0,64791067.0,61908356.0,116322813.0,10.0,288.0,24618.0,513602.0,538220.0,26210000.0,0.0
Japan,2020,15.5331828643222,5054068005376.28,-4.16876457146743,40028.7341726762,15.8020257724508,-0.024995834027731,31.335208636773,51.747,69.191,47.114,47.167,45.476,45.437,46.275,2.47,2.38,2.54,9.854019130434782,11.510895652173913,9.414960869565219,2.531,3.029,2.809,4.083,5.259,4.679,2.96847858242384,28.129121817334987,1.23830386396694,32.3,87.71,81.56,84.56,-0.294194617750067,1.2,2.809,91.782,41183.07142857143,832064.94575,15590.215492957746,70.0,120.0,71.0,2882815.0,99847793.49,1106905.3,10395975.0,126304543.0,64600334.0,61704209.0,116099672.0,4.0,105.0,174.0,250000.0,250174.0,6000000.0,0.0
Japan,2021,18.1091919388618,5039148168861.22,2.69657404187188,40094.5599795288,18.629254289208,-0.233352779398264,36.7384462280698,52.15,69.096,47.626,47.48,45.636,45.053,46.605,2.47,2.38,2.54,9.854019130434782,11.510895652173913,9.414960869565219,2.55,3.049,2.828,4.153,5.089,4.625,3.89996604353179,28.129121817334987,0.695100892094565,32.3,87.57,81.47,84.4456097560976,-0.459952415807642,1.2,2.828,91.867,40956.014285714286,827627.4601666667,15742.084507042253,70.0,120.0,71.0,2866921.0,99315295.22,1117688.0,10256230.0,125679338.0,64300226.0,61379113.0,115853245.0,6.0,62.0,590.0,39447.0,40097.0,10600000.0,0.0
Japan,2022,21.5464241239166,4262463317796.53,0.941998775483285,34065.6438962526,25.2665627129772,2.49770278172255,46.8129868368938,52.877,69.374,47.864,48.146,45.301,44.861,46.549,2.47,2.38,2.54,9.854019130434782,11.510895652173913,9.414960869565219,2.38,2.777,2.6,3.726,5.079,4.406,2.11637961936876,28.129121817334987,1.12971840820325,32.3,87.09,81.05,83.9963414634146,-0.443851919148528,1.2,2.6,91.955,40653.8,820624.9604166667,15792.545070422535,70.0,120.0,71.0,2845766.0,98474995.25,1121270.7,10112920.0,124997578.0,63971109.0,61026469.0,115583843.0,7.0,112.0,14763.0,26571.0,41334.0,11693000.0,0.0
Japan,2023,21.8515912402593,4213167237905.83,1.47503481053384,33836.1756271617,23.2992883238654,3.26813365933163,45.1508795641248,53.574,69.441,49.234,49.387,46.516,46.523,47.839,2.47,2.38,2.54,9.854019130434782,11.510895652173913,9.414960869565219,2.322,2.827,2.6,3.75,4.481,4.116,3.71672795030717,28.129121817334987,0.47897443130528,32.3,87.14,81.09,84.0412195121951,-0.487370782049143,1.2,2.6,92.043,40368.885714285716,915933.0933333334,15634.266197183097,70.0,96.0,71.0,2825822.0,87929576.96000001,1110032.9,9966311.0,124370947.0,63670971.0,60699976.0,115292289.0,6.0,15.0,203.0,10557.0,10814.0,0.0,0.0
Japan,2024,21.8515912402593,4026210821146.81,0.0836985643852159,32475.8924992191,23.2992883238654,2.73853681635241,45.1508795641248,54.019,69.606,49.856,49.387,47.021,46.523,48.4,2.47,2.38,2.54,9.854019130434782,11.510895652173913,9.414960869565219,2.313,2.768,2.563,3.687,4.162,3.925,4.82480926257698,28.129121817334987,0.426561392377945,32.3,87.14,81.09,84.0412195121951,-0.435651699326323,1.2,2.563,92.134,40368.885714285716,915933.0933333334,15634.266197183097,0.0,0.0,0.0,0.0,0.0,0.0,9966311.0,124370947.0,63670971.0,60699976.0,115292289.0,6.0,698.0,38764.0,408485.0,537147.0,16300000.0,0.0
Pakistan,2000,9.62962571560589,99484802344.5277,4.2600880111325,642.338346499898,11.8303381728595,4.36666451291681,21.4599638884654,16.076,81.936,10.31,14.16,68.355,59.735,40.122,9.36,20.68,7.94,8.09,19.53,6.99,0.334,0.689,0.634,0.678,1.016,0.974,-0.0854401858342493,33.9710548459949,0.309595026317044,28.7,62.936,61.03,61.903,2.82475983542412,56.2,0.634,32.982,279997.3333333333,1226067.106440678,6471.024324324324,72.0,118.0,74.0,20159808.0,144675918.56,478855.8,92835896.0,154879127.0,74915308.0,79963818.0,45687389.0,4.0,133.0,0.0,258.0,258.0,0.0,0.0
Pakistan,2001,10.6261723730627,97145618479.9038,3.65135017083765,609.939506905073,12.9510350567841,3.14826144590618,23.5772074298467,16.116,81.977,12.503,14.16,69.064,59.735,41.56,9.36,20.68,7.94,8.09,19.53,6.99,0.332,0.683,0.629,0.64,1.02,0.965,1.93318034244488,34.0766802397019,0.38910658649849,28.7,63.335,61.311,62.241,2.79615830892104,56.2,0.629,33.18,273672.0416666667,1162016.08975,6287.966216216216,72.0,120.0,74.0,19704387.0,139441930.77,465309.5,94617502.0,159270907.0,77047538.0,82223368.0,46983935.0,6.0,257.0,291.0,1319192.0,1319983.0,246500.0,651.0
Pakistan,2002,11.2629668954049,97923302809.3537,2.59481668445784,599.937345723927,11.8660490591242,3.29034472613153,23.1290159545291,16.17,82.076,14.9,14.16,69.669,59.735,43.01,9.36,20.68,7.94,8.09,19.53,6.99,0.334,0.691,0.635,0.608,1.028,0.958,3.93573326208505,35.8988355617632,0.843517300073237,29.433333333333334,63.726,61.557,62.556,2.45080308981688,51.1,0.635,33.38,268344.0,1209827.44975,6194.512162162163,72.0,120.0,74.0,19320768.0,145179293.97,458393.9,96368659.0,163222549.0,79032155.0,84190394.0,48285484.0,9.0,213.0,151.0,154767.0,159918.0,30.0,304.0
Pakistan,2003,12.1646439105383,112371913740.823,5.40131087314342,672.44178669894,12.4855146143016,2.91413470059479,24.6501585248398,16.938,81.734,15.451,14.16,69.336,59.735,43.09,9.684999999999999,20.45,8.33,7.46,18.045,6.425000000000001,0.334,0.687,0.63,0.608,1.029,0.955,3.17962013910419,33.6209986126639,0.475207711805665,30.166666666666664,64.106,61.741,62.834,2.35391613887513,46.0,0.63,33.58,282246.2916666667,1271246.8154545457,6333.271621621621,72.0,121.0,74.0,20321733.0,153820864.67000002,468662.1,98104460.0,167110248.0,80988807.0,86121442.0,49598941.0,5.0,529.0,533.0,1265767.0,1268800.0,0.0,1290.0
Pakistan,2004,11.422970350187,132216048339.413,7.83125556961251,771.902247348954,13.3853645017194,7.44462469342739,24.8083348519064,17.719,81.334,15.996,14.16,68.949,59.735,43.172,10.01,20.22,8.72,6.83,16.56,5.86,0.329,0.665,0.608,0.6,1.024,0.948,-0.617928012719509,28.4088516196786,0.845585701616171,30.9,64.514,61.875,63.097,2.4680911760913,40.9,0.608,33.781,286680.69444444444,1349866.295785124,6525.398648648648,72.0,121.0,74.0,20641010.0,163333821.79,482879.5,99845050.0,171286000.0,83048042.0,88237958.0,50935250.0,3.0,31.0,163.0,10765.0,13248.0,0.0,90.0
Pakistan,2005,12.2518417522088,145208562960.767,7.2765744364722,827.619861189926,17.6266523028659,9.06332737030417,29.8784940550747,18.289,80.184,16.49,14.16,67.265,59.735,42.567,0.603,0.508,0.617,0.421,12.592749999999999,0.441,0.323,0.641,0.585,0.59,1.019,0.939,-2.48346235681318,24.210552615942,1.51575083116461,31.3,63.926,61.115,62.416,2.40377350441569,40.8,0.585,33.982,290903.0138888889,1318338.5176859503,6612.8013513513515,72.0,121.0,74.0,20945017.0,159518960.64,489347.3,101607860.0,175453212.0,85106299.0,90346914.0,52301807.0,11.0,74204.0,129090.0,7523073.0,12655663.0,5230000.0,2258.0
Pakistan,2006,12.5489466265472,161871385506.36,6.05163767569996,900.873564984808,20.5007727406812,7.92108440058789,33.0497193672284,18.886,79.0,16.986,16.825,65.589,66.122,41.96,1.322,2.727,1.052,0.596,8.625499999999999,0.646,0.323,0.64,0.582,0.592,1.024,0.939,-4.16812395772995,23.6950181138025,2.63975006245443,30.5,65.459,62.038,63.624,2.3820052866049,37.849999999999994,0.582,34.184,292453.19444444444,1308823.928016529,6378.8794520547945,72.0,121.0,73.0,21056630.0,158367695.29,465658.2,103392912.0,179682690.0,87212749.0,92469942.0,53701081.0,8.0,513.0,630.0,2000.0,8230.0,0.0,124.0
Pakistan,2007,11.6250765592664,184140869997.46,4.4448143398844,998.090114197524,19.1628048720082,7.59868441050774,30.7878814312746,19.261,78.913,16.942,16.806,63.65,64.25,40.944,0.939,1.694,0.793,0.454,4.658250000000001,0.476,0.245,0.433,0.398,0.493,0.901,0.82,-4.50796175781862,23.5958874143371,3.03571933817685,29.7,65.867,62.028,63.807,2.6420312522935,34.9,0.398,34.387,298870.31944444444,1438214.4310743802,6545.955405405405,72.0,121.0,74.0,21518663.0,174023946.16,484400.7,105200045.0,184493231.0,89618072.0,94875159.0,55132929.0,10.0,911.0,209.0,1652502.0,1652711.0,1947118.0,35048.0
Pakistan,2008,11.87581528062,202203748583.854,2.1204410433083,1067.04324565284,22.4731455329041,20.2861210929554,34.3489608135242,19.745,78.565,17.383,17.143,62.051,62.318,40.34,1.07,3.518,0.683,0.307,0.691,0.274,0.534,0.396,0.423,1.251,0.92,0.99,-7.74194351471585,25.3102850589533,2.68936656124595,29.4,66.227,62.076,64.002,2.67715693120755,32.166666666666664,0.423,34.59,306501.18055555556,1531891.9779674795,6559.57972972973,72.0,123.0,74.0,22068085.0,188422713.29,485408.9,107040193.0,189499113.0,92123038.0,97376075.0,56604410.0,4.0,249.0,332.0,365752.0,366084.0,113000.0,15792.0
Pakistan,2009,12.3909882054304,187337783856.466,3.47255059567348,963.788066395225,20.9358990809684,13.6477650639761,33.3268872863988,20.905,78.279,18.665,18.3,61.419,61.403,40.649,1.41,1.96,1.305,0.557,0.497,0.562,0.359,0.58,0.535,0.639,1.206,1.08,-2.13167355660601,31.159653742874,1.24801305527951,29.1,66.491,62.221,64.206,2.5412831091032,29.433333333333334,0.535,34.793,309727.18055555556,1491412.034796748,6586.2027027027025,72.0,123.0,74.0,22300357.0,183443680.28,487379.0,108927738.0,194376534.0,94570103.0,99806431.0,58121842.0,3.0,102.0,80.0,75000.0,75080.0,0.0,0.0
Pakistan,2010,12.6372245592948,196709621849.586,1.50171752152883,987.304571124485,19.3517774869368,12.9388705634889,31.9890020462315,21.895,78.154,19.363,18.844,61.536,61.257,41.064,2.263,4.312,1.862,0.654,1.169,0.599,0.64,0.657,0.653,1.071,1.351,1.287,-0.688324235118166,32.820003146751,1.02791108080423,28.8,66.746,62.316,64.378,2.47081701538021,26.7,0.653,34.997,296370.2361111111,1460342.973951613,6165.4849315068495,72.0,124.0,73.0,21338657.0,181082528.77,450080.4,110868669.0,199239047.0,97004730.0,102234317.0,59691513.0,7.0,2186.0,3018.0,20394883.0,20397901.0,9598000.0,2653574.0
Pakistan,2011,13.4825548617217,230586581059.665,2.68011685421705,1131.73513834324,18.8800834134221,11.9160927116277,32.3626382751438,22.08,77.439,19.003,18.812,58.939,59.467,39.57,2.082,3.721,1.756,0.76,0.678,0.769,0.67,0.83,0.796,1.337,1.834,1.719,-0.957124213324854,28.6015042190889,0.575055145839944,29.7,67.033,62.581,64.659,2.23690940334662,25.9,0.796,35.202,297948.1666666667,1592911.5061290322,6606.910810810811,72.0,124.0,74.0,21452268.0,197521026.76,488911.4,112867839.0,203746065.0,99266456.0,104479609.0,61316426.0,2.0,511.0,755.0,5401000.0,5401755.0,2500000.0,263540.0
Pakistan,2012,11.8739641473238,250106966104.704,3.02758391088629,1204.36475491585,19.4450091286838,9.68235186055684,31.3189732760076,21.659,75.652,18.695,16.542,55.662,55.494,37.753,5.465,5.397,5.48,3.659,5.287,3.485,3.773,3.638,3.667,4.416,8.505,7.556,-0.936399348037174,25.9068400477172,0.343453048660945,29.6,67.283,62.774,64.883,1.90619981284679,23.549999999999997,3.667,35.408,290462.02777777775,1606884.0564516129,6311.498648648648,72.0,124.0,74.0,20913266.0,199253623.0,467050.89999999997,114917348.0,207667125.0,101238739.0,106428385.0,62994185.0,5.0,671.0,2902.0,5047662.0,5050564.0,2500000.0,149274.0
Pakistan,2013,12.1774992040696,258657231672.412,4.36686504978387,1225.4340119198,18.7127751361147,7.69215611899565,30.8902743401844,22.01,76.695,18.789,18.448,57.84,58.152,38.941,8.609,17.429,6.399,2.534,3.93,2.362,3.423,2.824,2.954,5.396,6.157,5.98,-1.70727876868057,23.6472992120207,0.515353849332245,29.5,67.533,63.004,65.129,1.62722414834854,21.2,2.954,35.613,298139.8333333333,1695314.9851181104,6368.347297297298,72.0,127.0,74.0,21466068.0,215305003.11,471257.7,116999097.0,211073978.0,102956663.0,108117316.0,64713498.0,5.0,730.0,1736.0,1697020.0,1698756.0,1600000.0,0.0
Pakistan,2014,11.1949717426146,271390474857.632,4.11642817161422,1266.61340849959,18.2748539477852,7.18938402847028,29.4698256903998,22.524,76.484,19.321,19.192,56.352,57.298,38.446,7.007,16.589,4.805,1.448,0.835,1.524,2.013,1.774,1.827,3.906,4.099,4.052,-1.34787339235798,24.0655669977331,0.695308116834202,30.4,67.817,63.209,65.374,1.50032405388564,19.049999999999997,1.827,35.819,306350.8333333333,1729112.9981746033,6267.795945945945,72.0,126.0,74.0,22057260.0,217868237.77,463816.89999999997,119084632.0,214264647.0,104568523.0,109696124.0,66461625.0,3.0,410.0,755.0,2530000.0,2530755.0,2018000.0,0.0
Pakistan,2015,9.97457095124036,299963590534.773,4.21794209572506,1380.47020838317,16.7136150659843,2.52932817254229,26.6881860172247,22.509,76.722,18.759,18.699,55.256,56.384,37.622,16.786,40.187,9.642,2.196,3.972,1.971,6.147,2.813,3.566,9.528,5.741,6.682,-0.934446742353906,23.2762601215631,0.557734356032139,31.3,68.086,63.463,65.641,1.40250113589189,16.9,3.566,36.026,307410.375,1721735.6785039369,6667.256756756757,72.0,127.0,74.0,22133547.0,218660431.17,493377.0,121153730.0,217290883.0,106099595.0,111191288.0,68226783.0,10.0,1892.0,2329.0,2023936.0,2160165.0,1000.0,0.0
Pakistan,2016,8.73671639116568,313630000130.435,6.57383828511043,1424.69161195897,15.9648616568916,3.7651191635658,24.7015780480573,22.532,77.363,19.043,17.566,55.987,56.192,38.149,3.876,3.627,3.94,2.445,4.12,2.235,2.723,2.162,2.285,4.434,5.395,5.165,-2.29279660651385,24.3950993197251,0.821349998064174,30.733333333333334,68.396,63.751,65.943,1.30216393815952,16.766666666666666,2.285,36.234,303580.90277777775,1847382.3482677164,6738.581081081081,72.0,127.0,74.0,21857825.0,234617558.23,498655.0,123198205.0,220138869.0,107541715.0,112597154.0,70005271.0,9.0,409.0,500.0,3235.0,11095.0,2000.0,0.0
Pakistan,2017,8.22161134395559,339205534861.1,4.43262590683975,1519.23459514248,17.2504236583884,4.08537368032608,25.472035002344,21.54,76.736,18.057,17.298499999999997,55.673,56.242000000000004,37.521,5.5125,8.4865,4.7635,3.151,4.4975000000000005,2.979,3.66,3.094,3.215,5.618,6.793,6.523,-4.76985760466006,27.8756739761646,0.735837049658425,30.166666666666668,68.674,64.021,66.223,1.41409990353131,16.633333333333333,3.215,36.442,306290.59722222225,1967262.9175396827,6817.872972972973,72.0,126.0,74.0,22052923.0,247875127.61,504522.60000000003,125220255.0,223273967.0,109126592.0,114147375.0,71795700.0,6.0,240.0,3425.0,62310.0,65735.0,110000.0,0.0
Pakistan,2018,8.58179960556073,356128166704.921,6.15170261099519,1569.33814626355,19.044257474073,5.07805725868917,27.6260570796337,20.589,76.149,17.116,17.031,55.353,56.292,36.901,7.149,13.346,5.587,3.857,4.875,3.723,4.555,3.959,4.083,6.749,8.181,7.864,-5.29556175645778,28.5718965622565,0.487745750658143,29.6,68.938,64.264,66.481,1.62371483290292,16.5,4.083,36.666,293864.0,1832999.443095238,7212.340277777777,72.0,126.0,72.0,21158208.0,230957929.82999998,519288.5,127183388.0,226928892.0,110970023.0,115958870.0,73630430.0,2.0,240.0,0.0,5000.0,5000.0,0.0,0.0
Pakistan,2019,9.3908635386027,320909472770.669,2.49763692943365,1390.41690981745,19.5147134481005,10.5783618004555,28.9055769867032,21.784,75.399,18.475,18.18,52.653,53.528,36.153,10.902,28.366,5.519,4.734,5.255,4.669,6.273,4.421,4.83,8.775,9.865,9.598,-2.66677325730292,34.9438285157213,0.696146480411465,29.6,69.2,64.493,66.729,1.69187124669657,16.5,4.83,36.907,282653.38157894736,1792202.868167939,7961.901315789473,76.0,131.0,76.0,21481657.0,234778575.73,605104.5,129085803.0,230800899.0,112921196.0,117879702.0,75510639.0,12.0,456.0,54812.0,4811364.0,4866176.0,17000.0,0.0
Pakistan,2020,9.29855944234725,300425609817.981,-1.27408744338709,1278.39735206896,17.4177212905341,9.73999313898155,26.7162807328814,21.742,74.239,18.097,18.476,55.143,55.855999999999995,37.249,13.525500000000001,31.112,7.1885,4.941,6.866999999999999,4.6675,7.331,5.782,6.127,14.426,9.675,10.837,-0.216650637871501,40.0159385633215,0.684695289874347,29.6,68.447,63.281,65.701,1.80375141301202,16.5,6.127,37.165,284940.38157894736,1933767.5909848483,8299.94025974026,76.0,132.0,77.0,21655469.0,255257322.01,639095.4,130924605.0,235001746.0,115047726.0,119954020.0,77437729.0,6.0,630.0,439.0,2559155.0,2560289.0,1500000.0,0.0
Pakistan,2021,9.05159988878188,348516647445.148,6.51388575852702,1455.31922370186,17.9788205237729,9.49621056124947,27.0304204125548,22.128,75.713,19.172,18.772,57.439,58.184,38.928,16.149,33.858,8.858,5.148,8.479,4.666,9.181,5.503,6.338,14.278,9.994,11.053,-3.52439577565177,38.0251981400457,0.616039439073827,29.6,68.299,63.486,65.773,1.8867779716011,16.5,6.338,37.44,284486.0256410256,2048108.042164179,8873.332051282052,78.0,134.0,78.0,22189910.0,274446477.65,692119.9,132695038.99999999,239477801.0,117358452.0,122119348.0,79411956.0,8.0,264.0,3073.0,63890.0,67213.0,10000.0,0.0
Pakistan,2022,10.5405902721041,374890295666.694,4.7781068690358,1538.3228133171,22.4907632059279,19.8738599646655,33.031353478032,22.353,76.166,19.547,18.772,57.514,58.184,39.099,16.149,33.858,8.858,5.148,8.479,4.666,7.439,4.914,5.485,10.778,9.415,9.749,-3.25858181478804,34.5490782445464,0.389980753542853,29.6,69.928,65.115,67.417,1.74799739792983,16.5,5.485,37.731,279451.58974358975,2055389.7478358208,9243.949999999999,78.0,134.0,78.0,21797224.0,275422226.21,721028.1,134391306.0,243700667.0,119632267.0,124068400.0,81432849.0,4.0,1808.0,12869.0,33004000.0,33016869.0,15000000.0,0.0
Pakistan,2023,10.4807667523804,337885531778.052,-0.0398389716673506,1365.16927410976,18.1218106456853,30.7681280657005,28.6025773980658,22.438,76.377,19.774,18.772,57.656,58.184,39.222,16.149,33.858,8.858,5.148,8.479,4.666,7.261,4.863,5.408,10.244,9.537,9.711,-0.307534782990555,39.3943802755119,0.606122431233686,29.6,70.163,65.332,67.649,1.54880458608849,16.5,5.408,38.04,296457.4358974359,2402252.4943750002,9797.992307692308,78.0,112.0,78.0,23123680.0,269052279.37,764243.4,136008800.0,247504495.0,121773246.0,125731250.0,83500516.0,13.0,380.0,603.0,120165.0,120768.0,0.0,0.0
Pakistan,2024,10.4027532753085,373071855731.539,3.23478443210148,1484.74985864775,17.0753332078781,12.6325318530452,27.4780864831866,22.481,76.394,19.779,18.772,57.357,58.184,39.03,16.149,33.858,8.858,5.148,8.479,4.666,7.325,4.923,5.472,10.082,9.784,9.858,0.18742245956943,39.3943802755119,0.688339246326832,29.6,70.163,65.332,67.649,1.50959876314033,16.5,5.472,38.365,296457.4358974359,2402252.4943750002,9797.992307692308,0.0,0.0,0.0,0.0,0.0,0.0,136008800.0,247504495.0,121773246.0,125731250.0,83500516.0,5.0,1082.0,8770.0,571638.0,580808.0,0.0,0.0
Portugal,2000,28.2046205938904,118605192877.388,3.81617712035907,11526.3720667968,39.2483773924343,2.85303039287157,67.4529979863247,50.235,67.547,35.199,35.209,46.88,46.882,41.127,2.696,2.942,2.361,3.794,4.681,3.118,4.728,3.039,3.806,11.781,5.483,8.245,-10.8233299998961,28.129121817334987,6.14861920837231,38.8,79.9,72.9,76.3146341463415,0.702859953319024,1.1,3.806,54.399,22601.797101449276,115625.7693939394,11223.305882352943,69.0,132.0,68.0,1559524.0,15262601.56,763184.8,4721990.0,10283204.0,5320573.0,4962632.0,5633127.0,1.0,5.0,10.0,173.0,183.0,0.0,0.0
Portugal,2001,27.4373261135265,121604107164.997,1.94367212411221,11734.7649743954,37.6546290635856,4.36990330551793,65.0919551771122,50.831,68.169,36.556,36.57,48.101,48.1,42.419,2.571,3.165,1.73,3.895,5.172,2.913,4.951,2.891,3.829,12.027,6.55,8.954,-10.4344116184086,28.129121817334987,5.02761444190449,38.8,80.4,73.4,76.8146341463415,0.705230637323876,1.1,3.829,55.044,20917.44927536232,111633.07187969926,11062.054411764706,69.0,133.0,68.0,1443304.0,14847198.56,752219.7,4675151.0,10354325.0,5354886.0,4999438.0,5724161.0,1.0,6.0,0.0,983.0,983.0,0.0,0.0
Portugal,2002,27.0733622325977,134795565549.419,0.770924777292066,12936.6928204482,35.2348971843795,3.60034658290914,62.3082594169772,51.208,68.038,36.704,36.71,47.575,47.571,42.224,3.919,5.297,1.678,4.438,5.175,3.881,5.312,3.813,4.497,12.1,9.171,10.448,-8.31755894208289,28.129121817334987,0.436137292252841,38.8,80.6,73.7,77.0658536585366,0.547667939660689,1.1,4.497,55.666,21056.289855072464,119350.36323308271,11788.550000000001,69.0,133.0,68.0,1452884.0,15873598.31,801621.4,4630074.0,10413044.0,5387578.0,5025467.0,5813594.0,1.0,1.0,0.0,252.0,252.0,0.0,0.0
Portugal,2003,27.3671918978917,165226175536.793,-0.930521040324891,15797.7821340276,33.7717555904736,3.21899090682895,61.1389474883653,50.809,66.299,34.471,34.484,43.051,43.05,38.826,5.352,6.227,4.007,6.151,7.314,5.252,7.254,5.164,6.132,16.745,10.784,13.492,-6.66692325748196,28.129121817334987,6.26697257909762,38.8,80.6,74.0,77.219512195122,0.375411414855816,1.1,6.132,56.287,19927.536231884056,108795.79060150376,11616.251470588235,69.0,133.0,68.0,1375000.0,14469840.15,789905.1,4584232.0,10454245.0,5414120.0,5040125.0,5902881.0,3.0,2710.0,0.0,150036.0,150036.0,1730000.0,835.0
Portugal,2004,27.6670515552519,189382122532.169,1.7887355199795,18064.1580932987,35.5375421117759,2.36536204097302,63.2045936670279,50.383,65.598,31.969,31.975,41.213,41.211,36.664,4.381,4.471,4.25,6.652,7.842,5.743,7.181,5.577,6.319,15.916,12.587,14.048,-7.9833939998949,28.129121817334987,1.312247289237,38.9,81.0,74.5,77.6707317073171,0.239128989611917,0.7,6.319,56.907,19810.72463768116,114459.48514925373,12300.072058823529,69.0,134.0,68.0,1366940.0,15337571.01,836404.9,4536981.0,10481381.0,5432337.0,5049044.0,5991287.0,2.0,2.0,0.0,0.0,0.0,1338136.0,0.0
Portugal,2005,27.0841675459537,197253876704.921,0.781847565175809,18780.12751241,35.8603370144983,2.27716394887834,62.944504560452,50.498,64.507,30.805,30.803,39.624,39.623,35.288,6.235,6.715,5.516,7.749,8.967,6.798,8.633,6.654,7.582,19.154,13.864,16.217,-9.60021052870913,28.129121817334987,1.70741232717781,38.5,81.4,74.9,78.0707317073171,0.185532266654625,0.7,7.582,57.522,18162.594202898552,107072.79203007519,12014.751470588235,69.0,133.0,68.0,1253219.0,14240681.34,817003.1,4488055.0,10502994.0,5447484.0,5055510.0,6077668.0,2.0,477.0,136.0,0.0,136.0,1650000.0,0.0
Portugal,2006,30.3574044411002,208756449275.848,1.62503532141992,19839.4540499032,38.1896486771007,3.1076654587105,68.5470531182009,50.573,64.745,30.68,30.681,38.734,38.734,34.779,6.447,7.285,5.186,7.924,9.673,6.61,8.905,6.535,7.649,18.499,14.909,16.502,-10.2302140524555,28.129121817334987,6.41633004152,38.1,81.8,75.2,78.419512195122,0.18033244147767,0.2,7.649,58.137,17726.391304347828,109451.22328358209,12361.161764705883,69.0,134.0,68.0,1223121.0,14666463.92,840559.0,4437475.0,10524120.0,5462571.0,5061549.0,6162476.0,2.0,44.0,0.0,367.0,367.0,0.0,0.0
