Country,Year,Exports of goods and services (% of GDP),GDP (current US$),GDP growth (annual %),GDP per capita (current US$),Imports of goods and services (% of GDP),"Inflation, consumer prices (annual %)",Trade (% of GDP),"Employment to population ratio, 15+, female (%) (modeled ILO estimate)","Employment to population ratio, 15+, male (%) (modeled ILO estimate)","Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)","Employment to population ratio, ages 15-24, female (%) (national estimate)","Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)","Employment to population ratio, ages 15-24, male (%) (national estimate)","Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",Unemployment with advanced education (% of total labor force with advanced education),"Unemployment with advanced education, female (% of female labor force with advanced education)","Unemployment with advanced education, male (% of male labor force with advanced education)",Unemployment with basic education (% of total labor force with basic education),"Unemployment with basic education, female (% of female labor force with basic education)","Unemployment with basic education, male (% of male labor force with basic education)","Unemployment, female (% of female labor force) (modeled ILO estimate)","Unemployment, male (% of male labor force) (modeled ILO estimate)","Unemployment, total (% of total labor force) (modeled ILO estimate)_x","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",Current account balance (% of GDP),External debt stocks (% of GNI),"Foreign direct investment, net inflows (% of GDP)",Gini index,"Life expectancy at birth, female (years)","Life expectancy at birth, male (years)","Life expectancy at birth, total (years)",Population growth (annual %),Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),"Unemployment, total (% of total labor force) (modeled ILO estimate)_y",Urban population (% of total population),agr_area_harvested_avg,agr_production_avg,agr_yield_avg,agr_area_harvested_item_count,agr_production_item_count,agr_yield_item_count,agr_area_harvested_total,agr_production_total,agr_yield_total,pop_rural_population,pop_total_population___both_sexes,pop_total_population___female,pop_total_population___male,pop_urban_population,disaster_count,disaster_deaths,disaster_injured,disaster_affected,disaster_total_affected,disaster_damage_usd_thousands,disaster_aid_usd_thousands
Saudi Arabia,2015,31.4401316153804,693414400000.0,4.65512316652699,23256.1549553531,35.6651376146789,1.2046938850457,67.1052692300592,16.137,76.83,3.461,3.306,20.537,20.111,13.368,10.426,30.843,3.18,1.904,3.712,1.699,25.414,2.85,5.6,59.089,20.858,28.156,-7.59146587533691,28.129121817334987,0.572622097928938,34.14181818181818,79.678,76.583,77.776,5.18685551856216,5.3122727272727275,5.6,83.18,20850.28,229134.9007936508,12749.752,25.0,63.0,25.0,521257.0,14435498.75,318743.8,5307901.0,29974938.0,11159128.0,18815810.0,26249243.0,2.0,23.0,0.0,0.0,0.0,2000.0,0.0
Saudi Arabia,2016,29.1430897114591,689279466666.667,1.70407465765956,22267.7217050387,28.7785737995774,2.06740778344408,57.9216635110364,17.301,77.514,4.532,2.963,22.905,19.969,14.99,10.426,30.843,3.18,1.904,3.712,1.699,24.341,2.884,5.6,48.085,18.689,24.275,-3.5477978026438,28.129121817334987,3.1851861185027,34.14181818181818,80.112,77.227,78.354,3.74506540506437,5.3122727272727275,5.6,83.401,20481.48,235060.2665079365,12769.12,25.0,63.0,25.0,512037.0,14808796.79,319228.0,5357473.0,30717808.0,11421779.0,19296030.0,26918214.0,3.0,24.0,2.0,1035.0,1037.0,50000.0,0.0
Saudi Arabia,2017,32.3625378991189,741266133333.333,1.18207993308526,23929.2907135982,27.169441258704,-0.836410331520586,59.5319791578229,15.154,76.373,2.618,2.62,19.61,19.827,12.065,10.426,30.843,3.18,1.904,3.712,1.699,23.683,3.585,5.89,61.894,25.14,31.504,1.63577160295378,28.129121817334987,0.136801407151885,34.14181818181818,80.429,77.6,78.721,0.0747825622238132,5.3122727272727275,5.89,83.622,17640.16129032258,225732.2708695652,13487.765625,31.0,69.0,32.0,546845.0,15575526.69,431608.5,5394590.0,30782402.0,11588628.0,19193774.0,27543623.0,1.0,4.0,0.0,481.0,481.0,0.0,0.0
Saudi Arabia,2018,35.5209831625769,886564800000.0,3.2269508901591,29360.0658968566,23.5819273071372,2.45719835917883,59.1029104697141,16.828,76.717,3.261,3.279,21.971,22.182,13.467,10.718,29.501,3.596,1.868,4.467,1.53,22.892,3.552,6.029,59.033,23.561,30.213,8.2290619343875,28.129121817334987,1.36945683303736,34.14181818181818,80.543,77.551,78.75,-2.5537682578428,5.3122727272727275,6.029,83.844,16042.46875,238686.8992857143,14252.18787878788,32.0,70.0,33.0,513359.0,16708082.950000001,470322.2,5421205.0,30365121.0,11651487.0,18713633.0,28133138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saudi Arabia,2019,32.159204977113,888890133333.333,1.65156358885577,29566.7933827436,24.6346155115383,-2.09334900966552,56.7938204886513,18.691,79.159,4.656,4.689,23.852,24.121,15.103,10.92,29.604,3.135,1.39,4.618,0.926,23.288,2.74,5.636,51.984,18.083,25.476,4.32575099444026,28.129121817334987,0.346411455797861,34.14181818181818,80.375,76.943,78.313,-0.439701419074031,5.3122727272727275,5.636,84.065,15913.40625,253730.78528571426,15399.851515151515,32.0,70.0,33.0,509229.0,17761154.97,508195.1,5440300.0,30472812.0,11833091.0,18639721.0,28700362.0,3.0,20.0,11.0,1407.0,1418.0,0.0,0.0
Saudi Arabia,2020,23.8098115262185,767951200000.0,-3.80476473038999,24338.8307301067,23.7233476988295,3.44546706433569,47.533159225048,22.065,77.423,6.19,6.236,25.974,26.278,17.0,12.014,30.767,4.058,2.803,6.901,2.115,24.714,4.22,7.66,51.858,22.551,29.627,-3.32667478909905,28.129121817334987,0.211115523412857,34.14181818181818,80.055,76.014,77.596,4.833138517103,5.3122727272727275,7.66,84.287,16237.526315789473,257070.31539473683,17942.69230769231,38.0,76.0,39.0,617026.0,19537343.97,699765.0,5454064.0,30991207.0,12120978.0,18870229.0,29255576.0,1.0,3.0,0.0,600.0,600.0,0.0,0.0
Saudi Arabia,2021,29.1556614026837,982661066666.667,6.51959698325419,31920.7653655643,21.728264937195,3.06328988941552,50.8839263398787,27.852,76.977,9.838,9.842,29.622,29.781,20.712,8.798,24.205,2.789,4.076,9.076,2.847,18.607,3.74,6.621,28.671,16.952,19.772,4.1248838492973,28.129121817334987,2.88506121744521,34.14181818181818,79.881,75.329,77.089,-2.46456261487283,5.3122727272727275,6.621,84.508,13398.263157894737,248318.1425974026,18392.858974358973,38.0,77.0,39.0,509134.0,19120496.98,717321.5,5462868.0,31328375.0,12301423.0,19026952.0,29799824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saudi Arabia,2022,35.9850098955522,1239075200000.0,12.0005874752929,38510.2276211037,20.839154879381,2.47407371925369,56.8241647749332,28.348,78.229,12.34,12.393,33.191,33.358,23.791,7.999,20.714,2.471,2.492,6.205,1.728,16.864,2.896,5.589,26.733,12.017,15.964,12.1343314312971,28.129121817334987,2.15564496273781,34.14181818181818,80.159,75.493,77.31,4.41891994509507,5.3122727272727275,5.589,84.729,14300.184210526315,257218.28324675324,18980.194871794873,38.0,77.0,39.0,543407.0,19805807.81,740227.6,5466277.0,32175352.0,12633859.0,19541492.0,30329753.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saudi Arabia,2023,30.2425196271434,1218584533333.33,0.542592439393161,36156.848337701,23.9264922012249,2.32708518362696,54.1690118283683,29.908,79.162,13.126,12.846,32.709,37.621,23.724,5.87,17.023,2.195,1.34,4.033,0.973,12.322,2.009,4.008,22.167,10.556,13.82,2.8831210285631,28.129121817334987,1.87131032249407,34.14181818181818,81.156,77.097,78.732,4.63821572656175,5.3122727272727275,4.008,84.95,14939.631578947368,292664.70444444445,19005.194871794873,38.0,63.0,39.0,567706.0,18437876.38,741202.6,5464682.0,33264292.0,13088104.0,20176188.0,30846442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saudi Arabia,2024,29.1640961338684,1237529866666.67,1.80795515147298,35057.2252306969,25.6403885848304,1.68792112375812,54.8044847186988,30.105,79.301,12.914,12.846,33.072,37.621,23.794,5.87,17.023,2.195,1.34,4.033,0.973,12.501,1.79,3.896,23.82,9.813,13.773,-0.459359187454294,28.129121817334987,1.27168557393327,34.14181818181818,81.156,77.097,78.732,4.63120232685885,5.3122727272727275,3.896,85.171,14939.631578947368,292664.70444444445,19005.194871794873,0.0,0.0,0.0,0.0,0.0,0.0,5464682.0,33264292.0,13088104.0,20176188.0,30846442.0,1.0,1301.0,2764.0,0.0,2764.0,0.0,0.0
Spain,2000,28.5889225704133,598102854756.08,5.20064125553942,14743.2671031455,31.5327015345083,3.43351563418767,60.1216241049216,32.377,59.537,26.723,26.793,37.495,37.519,32.266,10.854,15.282,6.962,15.224,23.454,10.802,20.367,9.497,13.785,32.255,19.681,25.258,-4.33507205777267,28.129121817334987,6.77304093540067,34.1,82.5,75.6,78.9658536585366,0.447137014535835,0.9,13.785,76.262,138588.60606060605,651308.2992814372,13376.35,99.0,167.0,100.0,13720272.0,108768485.98,1337635.0,9709605.0,41019774.0,20883116.0,20136658.0,31194106.0,2.0,26.0,0.0,8500.0,8500.0,75000.0,0.0
Spain,2001,27.8768485415674,627798682378.741,3.91908880808811,15368.2337984435,30.1370410210027,3.58983413338112,58.0138895625701,33.5,60.612,27.343,27.395,39.609,39.63,33.655,7.82,10.891,5.163,11.625,17.822,8.438,15.059,7.356,10.348,26.48,16.457,20.72,-4.38922200145846,28.129121817334987,4.60488653495273,33.333333333333336,82.8,76.1,79.3682926829268,0.694068084334464,0.9,10.348,76.343,134731.38383838383,614434.3704819278,13391.188999999998,99.0,166.0,100.0,13338407.0,101996105.5,1339118.9,9792190.0,41245599.0,20996467.0,20249132.0,31599913.0,2.0,12.0,0.0,751.0,751.0,72000.0,0.0
Spain,2002,26.5642672698948,708938227243.923,2.75545611564098,17111.0685058941,28.5378742610811,3.06565685902219,55.1021415309759,35.162,60.834,27.79,27.836,40.367,40.398,34.264,8.692,12.179,5.52,12.433,18.581,9.186,16.063,7.868,11.146,27.786,16.882,21.544,-3.70295804630134,28.129121817334987,5.55192357268812,32.56666666666667,83.0,76.3,79.5682926829268,1.41259540475782,0.9,11.146,76.533,138135.30303030304,654520.5957228916,13920.070999999998,99.0,166.0,100.0,13675395.0,108650418.89,1392007.0999999999,9852597.0,41755704.0,21236622.0,20519082.0,32132923.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spain,2003,25.6155917093049,907963217057.645,2.9392895953076,21522.0170990262,27.8201980109209,3.03888839396655,53.4357897202258,36.568,61.265,28.805,28.827,39.831,39.861,34.48,8.236,10.628,6.036,12.859,19.435,9.305,15.698,8.281,11.283,26.477,19.22,22.328,-3.86622288791001,28.129121817334987,3.38614000138608,31.8,83.0,76.4,79.619512195122,1.80845446818345,0.9,11.283,76.778,137178.9696969697,680137.2859638555,13807.636999999999,99.0,166.0,100.0,13580718.0,112902789.47,1380763.7,9904876.0,42506543.0,21584474.0,20922070.0,32748530.0,2.0,15095.0,0.0,200.0,200.0,880000.0,0.0
Spain,2004,25.3882582473993,1069829382514.67,3.1145314799161,24925.0267844576,29.0912600182081,3.03924881090925,54.4795182656074,38.02,61.574,29.261,29.288,40.071,40.091,34.826,8.271,10.669,5.997,12.891,18.792,9.692,15.052,8.337,11.09,26.457,19.483,22.48,-5.48470889304821,28.129121817334987,2.36188994839376,33.3,83.2,76.7,79.8707317073171,1.7254663034483,1.0,11.09,77.022,137149.24242424243,695425.7647590361,13333.947,99.0,166.0,100.0,13577775.0,115440676.95,1333394.7,9961494.0,43234566.0,21918168.0,21316398.0,33390174.0,3.0,29.0,100.0,1600.0,1700.0,17285.0,0.0
Spain,2005,24.940578932511,1154667551775.88,3.5512255846125,26450.9530130382,29.7585877718662,3.36881409750383,54.6991667043772,40.637,63.148,32.969,32.982,43.743,43.754,38.518,6.726,8.182,5.349,11.04,15.868,8.419,11.994,7.137,9.146,23.408,16.737,19.642,-7.26750054256225,28.129121817334987,2.33900873041994,32.4,83.5,77.0,80.1707317073171,1.68934904712031,0.9,9.146,77.263,133464.0303030303,594736.9052409638,13050.981000000002,99.0,166.0,100.0,13212939.0,98726326.27,1305098.1,10014136.0,43958885.0,22247647.0,21711237.0,34028496.0,2.0,20.0,1.0,0.0,1.0,2050000.0,0.0
Spain,2006,25.183486968843,1261846683275.29,4.04343515605099,28421.686527407,30.9004394134785,3.51557576832128,56.0839263823216,42.192,64.089,34.642,34.651,44.575,44.579,39.754,6.228,7.695,4.805,10.261,15.162,7.597,11.359,6.357,8.452,21.522,14.999,17.886,-8.83881825681534,28.129121817334987,2.60949621668351,33.5,84.1,77.7,80.8219512195122,1.69035255626114,0.9,8.452,77.502,128527.25252525252,630434.4846107785,13510.336633663366,99.0,167.0,101.0,12724198.0,105282558.93,1364544.0,10062286.0,44695448.0,22595317.0,22100131.0,34663246.0,3.0,27.0,0.0,289.0,289.0,659000.0,0.0
Spain,2007,25.9230971257706,1476746276854.51,3.53350013165972,32652.015594702,31.703851639984,2.78679745804946,57.6269487657546,43.348,64.056,34.102,34.094,44.082,44.088,39.233,5.304,6.299,4.342,10.586,15.278,7.843,10.709,6.417,8.232,21.693,15.233,18.087,-9.43206208437295,28.129121817334987,4.62027011576258,34.1,84.1,77.8,80.8731707317073,1.85108130845179,0.6,8.232,77.74,126746.09090909091,643356.8810778443,13709.361,99.0,167.0,100.0,12547863.0,107440599.14,1370936.1,10104737.0,45516507.0,22983579.0,22532928.0,35289121.0,4.0,6.0,0.0,16600.0,16600.0,400000.0,0.0
Spain,2008,25.5478087649402,1636115447612.5,0.767165748290694,35603.248328071,30.280322752312,4.07534335957339,55.8281315172523,43.521,61.628,32.563,32.563,39.387,39.384,36.069,6.498,7.527,5.507,15.071,17.886,13.396,12.844,10.059,11.254,25.519,23.579,24.443,-8.90618785170716,28.129121817334987,4.5283253076988,34.2,84.3,78.2,81.1756097560976,1.59533049906372,0.6,11.254,77.976,131296.91919191918,635406.1420359281,13028.33,99.0,167.0,100.0,12998395.0,106112825.72,1302833.0,10130511.0,46235054.0,23324764.0,22910290.0,35867295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spain,2009,22.9853959496361,1496587590847.66,-3.76813306940053,32279.8208476151,23.8512940474748,-0.28781308353524,46.8366899971109,41.766,55.797,26.711,26.699,29.412,29.402,28.097,9.568,10.34,8.806,24.522,25.379,23.992,18.128,17.646,17.857,36.087,39.043,37.71,-4.03711289982811,28.129121817334987,0.638105873359213,34.9,84.6,78.5,81.4756097560976,0.88573598057307,0.9,17.857,78.21,126738.69696969698,606661.5711377246,13774.537,99.0,167.0,100.0,12547131.0,101312482.38,1377453.7,10127186.0,46635180.0,23533001.0,23102179.0,36348886.0,3.0,20.0,0.0,1793.0,1793.0,1900000.0,0.0
Spain,2010,25.8278133398939,1427989078916.67,0.0941223116369514,30658.7422282912,26.865556633508,1.79986457728769,52.6933699734019,41.252,54.105,24.414,24.395,25.617,25.612,25.03,11.71,12.957,10.407,26.944,27.706,26.469,20.227,19.568,19.86,39.56,43.07,41.453,-3.65895973068443,28.129121817334987,2.563698899873,35.2,84.7,78.7,81.6268292682927,0.460408305051304,0.7,19.86,78.442,125011.8686868687,603694.8909248555,13889.955445544554,99.0,173.0,101.0,12376175.0,104439216.13,1402885.5,10086595.0,46840471.0,23657278.0,23183193.0,36702035.0,3.0,5.0,0.0,14000.0,14000.0,340000.0,0.0
Spain,2011,29.3884101095734,1487568659241.25,-0.639920636520344,31824.6219134777,29.1234127763898,3.1961018883379,58.5118228859632,40.883,52.678,21.953,21.939,22.094,22.071,22.025,13.012,13.816,12.186,28.83,29.644,28.299,21.814,21.046,21.39,43.949,48.097,46.158,-2.68728637358442,28.129121817334987,1.80375086205008,35.7,85.6,79.5,82.4756097560976,0.355338396471428,1.3,21.39,78.673,126912.9191919192,633449.9725730994,14385.378,99.0,171.0,100.0,12564379.0,108319945.31,1438537.8,10004441.0,46998043.0,23759939.0,23238104.0,36904697.0,2.0,11.0,300.0,2400.0,17700.0,200000.0,0.0
Spain,2012,31.2997362842724,1330994811670.31,-2.86511368637748,28456.4438151477,29.2542984119139,2.44612782366809,60.5540346961864,39.653,49.907,18.36,18.335,18.4,18.405,18.38,14.984,16.21,13.666,33.457,33.899,33.166,25.035,24.584,24.789,51.374,54.136,52.829,0.0552331666960445,28.129121817334987,1.56638319794926,35.4,85.5,79.5,82.4268292682927,0.0649259625617232,1.0,24.789,78.902,126677.16161616161,551495.4238372094,14060.91683168317,99.0,172.0,101.0,12541039.0,94857212.9,1420152.6,9886091.0,47018322.0,23799734.0,23218588.0,36971313.0,3.0,15.0,41.0,720.0,761.0,395000.0,0.0
Spain,2013,32.7554570166099,1362186923157.65,-1.42732224757626,29228.846559842,28.9133156275228,1.40858109183019,61.6687726441327,38.738,48.883,16.339,16.319,17.373,17.366,16.868,16.566,17.97,15.091,35.16,36.806,34.045,26.676,25.605,26.094,54.565,56.204,55.444,2.07791536141213,28.129121817334987,3.4608559063245,36.2,86.1,80.2,83.0780487804878,-0.361668780017733,1.3,26.094,79.133,127747.36363636363,655784.4996511628,14299.487128712872,99.0,172.0,101.0,12646989.0,112794933.94,1444248.2,9744548.0,46860389.0,23753008.0,23107380.0,36953005.0,1.0,0.0,0.0,600.0,600.0,0.0,0.0
Spain,2014,33.2193399291014,1380244561361.96,1.52048593647231,29707.765509467,30.1799222098486,-0.151114837527235,63.39926213895,39.245,49.75,16.049,16.036,17.536,17.527,16.81,14.774,16.318,13.15,33.051,35.218,31.589,25.431,23.604,24.441,52.894,53.406,53.169,1.73595007328569,28.129121817334987,2.31642230011086,36.1,86.2,80.4,83.2292682926829,-0.308309722343882,0.9,24.441,79.366,129226.53535353535,619954.6595348837,15006.546999999999,99.0,172.0,100.0,12793427.0,106632201.44,1500654.7,9599224.0,46720188.0,23707068.0,23013120.0,36922603.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
Spain,2015,33.2986849561039,1206164777553.12,4.06086672473866,25982.4416197775,30.2833562687193,-0.500365709903242,63.5820412248232,40.224,51.425,17.275,17.269,18.558,18.579,17.932,13.374,15.193,11.441,30.685,33.278,28.945,23.557,20.782,22.057,47.952,48.702,48.353,2.03697429462383,28.129121817334987,1.97131692755332,36.2,85.7,80.1,82.8317073170732,-0.0827492378541321,1.1,22.057,79.602,127686.898989899,632167.6220930233,14877.321782178218,99.0,172.0,101.0,12641003.0,108732831.0,1502609.5,9464206.0,46683686.0,23704368.0,22979318.0,36933458.0,2.0,4.0,0.0,1750.0,1750.0,2000.0,0.0
Spain,2016,33.5770329849408,1243015667917.12,2.91515598595787,26755.6061149398,29.6116448657886,-0.202598000426452,63.1886778507294,41.257,52.769,17.226,17.221,19.494,19.505,18.389,11.703,13.258,9.955,27.62,31.454,25.11,21.394,18.132,19.635,44.884,44.071,44.445,3.15808866042231,28.129121817334987,3.61722479660389,35.8,86.3,80.5,83.3292682926829,0.0771658726133905,1.3,19.635,79.84,128989.27272727272,668529.8941279069,15089.764356435644,99.0,172.0,101.0,12769938.0,114987141.78999999,1524066.2,9343737.0,46732771.0,23745407.0,22987364.0,37003839.0,1.0,5.0,0.0,150.0,150.0,50000.0,0.0
Spain,2017,34.9003952055684,1321754088818.83,2.89604207865007,28381.3425596906,31.2670509322886,1.95607633363963,66.167446137857,42.327,54.065,19.777,19.776,21.153,21.173,20.482,10.343,11.877,8.638,24.445,28.479,21.807,19.04,15.667,17.224,37.414,39.606,38.594,2.82857699785743,28.129121817334987,2.54039212306224,34.7,86.1,80.6,83.2829268292683,0.243134086570712,0.8,17.224,80.08,128834.0101010101,619132.1475000001,15194.037623762377,99.0,172.0,101.0,12754567.0,106490729.37,1534597.8,9233918.0,46868596.0,23831398.0,23037197.0,37120403.0,2.0,4.0,0.0,1500.0,1500.0,0.0,0.0
Spain,2018,34.874813986254,1431642809327.06,2.39541124478878,30602.4212881113,32.1345964120382,1.6749813686379,67.0094103982921,43.036,54.953,20.583,20.582,22.698,22.712,21.668,8.816,9.995,7.539,21.962,26.432,19.062,17.036,13.729,15.255,33.258,35.284,34.362,1.86142647160726,28.129121817334987,4.46748509754483,34.7,86.3,80.7,83.4317073170732,0.451573724507016,1.0,15.255,80.321,162483.47435897434,917417.7603053434,17294.17792207792,78.0,131.0,77.0,12673711.0,120181726.6,1331651.7,9130380.0,47092821.0,23956747.0,23136074.0,37267072.0,3.0,24.0,0.0,200.0,200.0,150000.0,0.0
Spain,2019,34.6755629292261,1403496387686.27,1.96117850841711,29786.5245689007,31.6906621148431,0.699518994458739,66.3662250440692,43.708,55.594,20.159,20.157,24.257,24.273,22.263,8.67,9.795,7.439,20.016,24.822,16.865,16.01,12.46,14.104,34.466,30.97,32.555,2.11978917805627,28.129121817334987,2.16052375036307,34.3,86.7,81.1,83.8317073170732,0.716697775475724,0.9,14.104,80.565,161950.08974358975,847387.26828125,17475.255128205128,78.0,128.0,78.0,12632107.0,108465570.34,1363069.9,9025938.0,47435119.0,24135524.0,23299594.0,37415111.0,8.0,27.0,3.0,3890.0,3893.0,2558000.0,0.0
Spain,2020,30.4810248544563,1289783836971.21,-10.9400706350371,27233.9426461608,28.9651031602513,-0.322753017299739,59.4461280147076,42.038,53.538,16.558,16.563,20.299,20.325,18.481,9.859,10.709,8.925,21.01,26.126,17.777,17.446,13.882,15.532,39.735,37.168,38.312,0.819280213926571,28.129121817334987,2.92165980781024,34.9,85.1,79.5,82.2317073170732,0.510010189620998,1.1,15.532,80.81,162533.6923076923,936696.584140625,17263.17948717949,78.0,128.0,78.0,12677628.0,119897162.77,1346528.0,8915682.0,47679489.0,24262247.0,23417242.0,37543537.0,1.0,17.0,0.0,2000.0,2000.0,315000.0,0.0
Spain,2021,33.7570843255301,1461244901852.69,6.68314420473001,30799.4775937775,32.7675046176609,3.0931351197642,66.524588943191,43.625,54.542,19.17,19.179,21.872,21.896,20.56,9.368,10.515,8.081,20.971,25.437,18.033,16.733,13.065,14.781,35.605,34.2,34.844,0.765004613238448,28.129121817334987,4.42272902452136,33.9,86.2,80.3,83.1780487804878,0.178046695121711,0.7,14.781,81.056,162757.10256410256,923636.938515625,17282.750632911393,78.0,128.0,79.0,12695054.0,118225528.13,1365337.3,8799411.0,47735664.0,24292717.0,23442946.0,37650163.0,3.0,8.0,0.0,250.0,250.0,2041000.0,0.0
Spain,2022,39.7551303881907,1446498147749.03,6.17931219966114,30270.2687017458,38.8724320759099,8.39057634118627,78.6275624641006,44.797,56.058,21.455,21.46,24.361,24.411,22.95,7.903,8.508,7.215,18.629,24.081,15.157,14.781,11.286,12.917,30.777,29.064,29.852,0.309856961117303,28.129121817334987,4.52740675341745,33.6,85.9,80.5,83.1341463414634,0.718854879160094,0.8,12.917,81.304,163500.9358974359,799982.5922834645,16294.969230769231,78.0,127.0,78.0,12753073.0,101597789.22,1271007.6,8679610.0,47828382.0,24342742.0,23485640.0,37744345.0,2.0,11324.0,0.0,3500.0,3500.0,0.0,0.0
Spain,2023,38.0592582111746,1620090734956.89,2.6756634629066,33509.0127982139,34.1324706805738,3.53236133492433,72.1917288917484,45.507,56.112,22.114,22.126,24.951,24.992,23.574,7.38,8.547,6.059,17.649,21.871,14.89,13.882,10.672,12.179,28.532,28.936,28.753,2.65494270436243,28.129121817334987,2.6512753496567,33.6,86.7,81.2,83.8829268292683,1.16881504089364,0.8,12.179,81.552,161885.7142857143,761909.4222222222,16367.977922077922,77.0,90.0,77.0,12465200.0,68571848.0,1260334.3,8557300.0,47911579.0,24387156.0,23524424.0,37829585.0,5.0,8356.0,0.0,32800.0,32800.0,2770000.0,0.0
Spain,2024,37.2927827939586,1722745978335.16,3.15019564517223,35297.0094995565,33.0122572688199,2.77417826534772,70.3050400627785,45.714,56.233,22.379,22.126,25.828,24.992,24.154,7.38,8.547,6.059,17.649,21.871,14.89,13.088,9.892,11.394,27.689,26.444,27.009,3.02899904108629,28.129121817334987,1.88923995432821,33.6,86.7,81.2,83.8829268292683,0.945355767423027,0.8,11.394,81.802,161885.7142857143,761909.4222222222,16367.977922077922,0.0,0.0,0.0,0.0,0.0,0.0,8557300.0,47911579.0,24387156.0,23524424.0,37829585.0,3.0,233.0,0.0,36615.0,36615.0,11050000.0,0.0
Sri Lanka,2000,39.015700886425,16330814179.9766,6.00003315828934,846.460813304966,49.620740818488,6.17627591012045,88.636441704913,32.165,70.909,21.604,18.867,44.496,38.381,33.138,7.17,10.27,4.1,4.0,5.55,3.29,11.465,5.893,7.74,30.165,20.313,23.791,-6.39029694359056,57.7533288076129,1.05898829001768,40.2,76.292,66.774,71.179,1.82192893868799,20.7,7.74,18.38,44853.434782608696,130360.11093023256,5613.960416666666,46.0,86.0,48.0,2063258.0,11210969.540000001,269470.1,15329767.0,19293054.0,9696396.0,9596658.0,3452171.0,4.0,12.0,0.0,775113.0,775113.0,3000.0,282.0
Sri Lanka,2001,37.3311884768914,15749753804.8344,-1.54540813366026,803.544026627385,43.5674130558662,14.15845579912,80.8986015327576,31.957,70.577,20.963,18.867,42.755,38.381,31.943,7.17,10.27,4.1,4.0,5.55,3.29,11.422,6.158,7.9,30.75,21.858,24.994,-1.36821186331088,57.8751303065509,1.09074720867871,40.2,76.481,67.71,71.804,1.58029006941291,20.7,7.9,18.365,42348.02127659575,122908.67183908045,5425.822448979591,47.0,87.0,49.0,1990357.0,10693054.45,265865.3,15439700.0,19600362.0,9863354.0,9737008.0,3473354.0,2.0,0.0,0.0,1000000.0,1000160.0,0.0,478.0
Sri Lanka,2002,34.9133301978336,16536535647.0834,3.96467568513113,834.936014905338,41.4218015848181,9.55103167007251,76.3351317826517,31.162,70.086,18.953,18.867,40.495,38.381,29.797,7.17,10.27,4.1,4.0,5.55,3.29,13.03,6.651,8.76,36.035,24.448,28.537,-1.42925945944237,62.1603882135227,1.1882779089504,40.2,76.734,68.314,72.271,1.04243651089033,20.7,8.76,18.349,43177.255319148935,120924.87057471265,5437.33469387755,47.0,87.0,49.0,2029331.0,10520463.74,266429.39999999997,15562028.0,19805752.0,9985021.0,9820731.0,3497272.0,1.0,2.0,0.0,500000.0,500000.0,0.0,0.0
Sri Lanka,2003,34.6535028324228,18881765437.2151,5.9402690780223,946.382255128072,40.6827444981201,6.31463787051174,75.336247330543,31.003,70.526,18.368,18.867,40.628,38.381,29.553,7.17,10.27,4.1,4.0,5.55,3.29,12.889,5.915,8.22,36.688,22.606,27.587,-0.374541248460878,57.3262074199874,1.21132740876657,40.075,76.624,68.659,72.442,0.733298046863635,18.575,8.22,18.334,45498.59574468085,125142.08666666666,5451.879591836734,47.0,87.0,49.0,2138434.0,10887361.54,267142.1,15692371.0,19951521.0,10079930.0,9871592.0,3522936.0,1.0,235.0,0.0,695000.0,695000.0,29000.0,5730.0
Sri Lanka,2004,35.3309027324412,20662525941.2985,5.44506127885352,1028.62068132555,44.1520421686776,7.57592582995856,79.4829449011187,30.772,70.256,17.406,18.867,39.803,38.381,28.632,7.17,10.27,4.1,4.0,5.55,3.29,12.951,6.124,8.38,38.731,22.565,28.302,-3.1340311530145,56.7045793171603,1.12667735136244,39.95,71.037,65.22,68.022,0.679757715006083,16.45,8.38,18.319,39824.0,121288.89758620689,5888.993877551021,47.0,87.0,49.0,1871728.0,10552134.09,288560.7,15823764.0,20087605.0,10169174.0,9918432.0,3548774.0,3.0,35493.0,23176.0,731130.0,1234306.0,1316500.0,0.0
